Tno,From,To
18111,Tatanagar Junction,Yesvantpur Junction
12889,Tatanagar Junction,Yesvantpur Junction
13512,Asansol Junction,Tatanagar Junction
16106,Tiruchendur,Chennai Egmore
1092,Varanasi Junction,Mumbai Cst
1076,Varanasi Junction,Mumbai Cst
23142,Haldibari,Sealdah
17035,Secunderabad Junction,Sirpur Kagazngr
17036,Sirpur Kagazngr,Secunderabad Junction
22630,Tirunelveli,Dadar
6709,Chennai Egmore,Tirunelveli
6715,Chennai Egmore,Tirunelveli
1068,Tirunelveli,Lokmanyatilak T
22620,Tirunelveli,Bilaspur Junction
12788,Tirunelveli,Bilaspur Junction
16787,Tirunelveli,Jammu Tawi
6708,Tirunelveli,Chennai Egmore
6716,Tirunelveli,Chennai Egmore
6714,Tirunelveli,Chennai Egmore
608,Tirunelveli,Chennai Egmore
672,Tirunelveli,Chennai Egmore
6746,Tirunelveli,Chennai Egmore
13142,New Alipurdaur,Sealdah
13141,Sealdah,Haldibari
12642,H Nizamuddin,Kanyakumari
12614,Bangalore Cy Junction,Mysore Junction
12613,Mysore Junction,Bangalore Cy Junction
13158,Muzaffarpur Junction,Kolkata
13157,Kolkata,Muzaffarpur Junction
6571,Bangalore Cy Junction,Tiruchchirapali
16105,Chennai Egmore,Tiruchendur
6057,Chennai Egmore,Tiruchchirapali
12641,Kanyakumari,H Nizamuddin
17487,Tirupati,Vishakapatnam
17488,Vishakapatnam,Tirupati
6515,Bangalore Cy Junction,Tirunelveli
6745,Chennai Egmore,Tirunelveli
6711,Chennai Egmore,Tirunelveli
6705,Chennai Egmore,Tirunelveli
6703,Chennai Egmore,Tirunelveli
22627,Tiruchchirapali,Tirunelveli
6713,Chennai Egmore,Tirunelveli
11021,Dadar,Tirunelveli
7506,Kollam Junction,Tirupati
12543,Yesvantpur Junction,Banaswadi
22617,Bangalore Cy Junction,Tirupati
16053,Chennai Central,Tirupati
22616,Coimbatore Junction,Tirupati
16203,Chennai Central,Tirupati
17408,Mannargudi,Tirupati
17418,Sainagar Shirdi,Tirupati
56213,Chamarajanagar,Tirupati
57258,Kakinada Port,Tirupati
16611,Tuticorin,Coimbatore Junction
16130,Tuticorin,Chennai Egmore
22628,Tirunelveli,Tiruchchirapali
7504,Tirupati,Aurangabad
22618,Tirupati,Bangalore Cy Junction
7407,Tirupati,Adilabad
12765,Tirupati,Amravati
7406,Tirupati,Aurangabad
7410,Tirupati,Aurangabad
22872,Tirupati,Bhubaneswar
22880,Tirupati,Bhubaneswar
2872,Tirupati,Bhubaneswar
8472,Tirupati,Bhubaneswar
17482,Tirupati,Bilaspur Junction
22615,Tirupati,Coimbatore Junction
56214,Tirupati,Chamarajanagar
22120,Kacheguda,Tirupati
7230,Secunderabad Junction,Kochuveli
57477,Tirupati,Guntakal Junction
7146,Tirupati,Kacheguda
12761,Tirupati,Karimnagar
2761,Tirupati,Karimnagar
16204,Tirupati,Chennai Central
17401,Tirupati,Narasapur
17480,Tirupati,Puri
16779,Tirupati,Rameswaram
2731,Tirupati,Secunderabad Junction
12731,Tirupati,Secunderabad Junction
17417,Tirupati,Sainagar Shirdi
22856,Tirupati,Santragachi Junction
57274,Tirupati,Hubli Junction
2874,Tirupati,Vishakapatnam
12544,Tirupati,Yesvantpur Junction
14369,Singrauli,Bareilly
24369,Shakti Nagar,Bareilly
84369,Barwadih Junction,Bareilly
16853,Chennai Egmore,Tiruchchirapali
12914,Nagpur,Indore Junction Bg
12913,Indore Junction Bg,Nagpur
16331,Mumbai Cst,Trivandrum Cntl
6301,Vellankanni,Trivandrum Cntl
16348,Mangalore Cntl,Trivandrum Cntl
12697,Chennai Central,Trivandrum Cntl
16341,Guruvayur,Trivandrum Cntl
12695,Chennai Central,Trivandrum Cntl
12623,Chennai Central,Trivandrum Cntl
14370,Bareilly,Barwadih Junction
24370,Bareilly,Barwadih Junction
12432,H Nizamuddin,Trivandrum Cntl
11069,Lokmanyatilak T,Allahabad Junction
11070,Allahabad Junction,Lokmanyatilak T
17608,Kurnool Town,Secunderabad Junction
17023,Secunderabad Junction,Kurnool Town
17607,Secunderabad Junction,Kurnool Town
17024,Kurnool Town,Secunderabad Junction
16236,Mysore Junction,Tuticorin
6007,Chennai Central,Tuticorin
6035,Chennai Egmore,Tuticorin
2660,Trivandrum Cntl,Bangalore Cant
12698,Trivandrum Cntl,Chennai Central
12696,Trivandrum Cntl,Chennai Central
6305,Trivandrum Cntl,Hyderabad Decan
642,Trivandrum Cntl,Kamakhya
601,Trivandrum Cntl,Chennai Central
648,Trivandrum Cntl,Chennai Central
602,Trivandrum Cntl,Chennai Central
22655,Trivandrum Cntl,H Nizamuddin
6302,Trivandrum Cntl,Vellankanni
13008,Shri Ganganagar,Kalka
13007,Howrah Junction,Shri Ganganagar
12448,H Nizamuddin,Khajuraho
12447,Manikpur Junction,H Nizamuddin
56137,Udagamandalam,Metupalaiyam
56139,Udagamandalam,Coonoor
7328,Hubli Junction,Belgaum
56502,Hubli Junction,Vijayawada Junction
17314,Hubli Junction,Chennai Central
17321,Hubli Junction,Lokmanyatilak T
11048,Hubli Junction,Miraj Junction
7319,Hubli Junction,Secunderabad Junction
57273,Hubli Junction,Tirupati
6948,Hubli Junction,Vasco Da Gama
2648,Hubli Junction,Yesvantpur Junction
19329,Indore Junction Bg,Udaipur City
19657,Indore Junction Bg,Udaipur City
12944,Kanpur Central,Valsad
9049,Udhna Junction,Amravati
4702,Udhna Junction,Bikaner Junction
1454,Udhna Junction,Nagpur
19057,Udhna Junction,Varanasi Junction
11302,Bangalore Cy Junction,Mumbai Cst
11301,Mumbai Cst,Bangalore Cy Junction
16529,Mumbai Cst,Bangalore Cy Junction
12173,Lokmanyatilak T,Partapgarh Junction
12174,Partapgarh Junction,Lokmanyatilak T
12943,Valsad,Kanpur Central
19943,Udaipur City,Ahmedabad Junction
12996,Udaipur City,Bandra Terminus
22902,Udaipur City,Bandra Terminus
19330,Udaipur City,Indore Junction Bg
19658,Udaipur City,Indore Junction Bg
12991,Udaipur City,Jaipur
9722,Udaipur City,Jaipur
19666,Udaipur City,Khajuraho
12966,Udaipur City,Khajuraho
9608,Udaipur City,Nathdwara
19601,Udaipur City,New Jalpaiguri
19660,Udaipur City,Shalimar
22901,Bandra Terminus,Udaipur City
12064,Una Himachal,Haridwar Junction
12057,New Delhi,Una Himachal
22458,Una Himachal,Nanded
4114,Udhampur,Allahabad Junction
4052,Udhampur,Anand Vihar Trm
4404,Udhampur,Anand Vihar Trm
4210,Udhampur,Varanasi Junction
14156,Udhampur,Kanpur Central
22402,Udhampur,Delhi S Rohilla
4036,Udhampur,Delhi S Rohilla
19806,Udhampur,Kota Junction
9806,Udhampur,Kota Junction
4034,Udhampur,New Delhi
4056,Udhampur,New Delhi
14309,Ujjain Junction,Dehradun
14310,Dehradun,Ujjain Junction
52975,Ujjain Junction,Akola Junction
14522,Ambala Cant Junction,Delhi
14526,Shri Ganganagar,Ambala Cant Junction
14524,Ambala Cant Junction,Muzaffarpur Junction
14218,Chandigarh,Allahabad Junction
14217,Allahabad Junction,Chandigarh
12328,Dehradun,Howrah Junction
12327,Howrah Junction,Dehradun
18477,Puri,Haridwar Junction
15036,Kathgodam,Delhi
15035,Delhi,Ramnagar
18191,Chhapra,Farrukhabad
18192,Farrukhabad,Chhapra
13147,Sealdah,New Cooch Behar
13148,New Cooch Behar,Sealdah
12446,Udhampur,New Delhi
12445,New Delhi,Udhampur
19565,Okha,Dehradun
19566,Dehradun,Okha
16183,Chennai Egmore,Thanjavur
16184,Thanjavur,Chennai Egmore
12927,Mumbai Central,Vadodara Junction
12928,Vadodara Junction,Mumbai Central
12636,Madurai Junction,Chennai Egmore
12635,Chennai Egmore,Madurai Junction
12554,New Delhi,Barauni Junction
12553,Barauni Junction,New Delhi
13403,Ranchi,Bhagalpur
13404,Bhagalpur,Ranchi
16303,Eranakulam Junction,Trivandrum Cntl
16304,Trivandrum Cntl,Eranakulam Junction
24228,Kanpur Central,Varanasi Junction
14228,Lucknow Nr,Varanasi Junction
14227,Varanasi Junction,Lucknow Nr
24227,Varanasi Junction,Kanpur Central
17315,Vasco Da Gama,Vellankanni
16185,Chennai Egmore,Vellankanni
16186,Vellankanni,Chennai Egmore
16301,Shoranur Junction,Trivandrum Cntl
16302,Trivandrum Cntl,Shoranur Junction
12798,Chittor,Kacheguda
12797,Kacheguda,Chittor
16334,Trivandrum Cntl,Veraval
11087,Veraval,Pune Junction
12333,Howrah Junction,Allahabad City
12334,Allahabad City,Howrah Junction
12105,Mumbai Cst,Gondia Junction
12106,Gondia Junction,Mumbai Cst
7220,Kollam Junction,Vijayawada Junction
56503,Bangalore Cant,Vijayawada Junction
12367,Bhagalpur,Anand Vihar Trm
12368,Anand Vihar Trm,Bhagalpur
11271,Itarsi Junction,Bhopal Junction
11272,Bhopal Junction,Itarsi Junction
22870,Chennai Central,Vishakapatnam
17016,Secunderabad Junction,Bhubaneswar
17015,Bhubaneswar,Secunderabad Junction
53048,Rampur Hat,Howrah Junction
53047,Howrah Junction,Rampur Hat
19567,Tuticorin,Okha
19028,Jammu Tawi,Bandra Terminus
19027,Bandra Terminus,Jammu Tawi
19568,Okha,Tuticorin
15906,Dibrugarh,Kanyakumari
8514,Vikarabad Junction,Vishakapatnam
2007,Mumbai Cst,Vellankanni
7324,Vellankanni,Vasco Da Gama
17316,Vellankanni,Vasco Da Gama
59460,Veraval,Mumbai Central
16333,Veraval,Trivandrum Cntl
17312,Vasco Da Gama,Chennai Central
18048,Vasco Da Gama,Kacheguda
6202,Vasco Da Gama,Mysore Junction
12741,Vasco Da Gama,Patna Junction
2779,Vasco Da Gama,Bangalore Cy Junction
7325,Vasco Da Gama,Vellankanni
7323,Vasco Da Gama,Vellankanni
2684,Vasco Da Gama,Yesvantpur Junction
6578,Vasco Da Gama,Yesvantpur Junction
58501,Vishakapatnam,Kirandul
18503,Vishakapatnam,Sainagar Shirdi
18507,Vishakapatnam,Amritsar Junction
18573,Vishakapatnam,Bhagat Ki Kothi
22874,Vishakapatnam,Digha Flag Stn
58530,Vishakapatnam,Durg
22204,Secunderabad Junction,Vishakapatnam
12739,Vishakapatnam,Secunderabad Junction
12740,Secunderabad Junction,Vishakapatnam
18501,Vishakapatnam,Gandhidham Bg
7027,Vishakapatnam,Hyderabad Decan
7015,Vishakapatnam,Kacheguda
18518,Vishakapatnam,Korba
18519,Vishakapatnam,Lokmanyatilak T
22819,Vishakapatnam,Lokmanyatilak T
22847,Vishakapatnam,Lokmanyatilak T
22869,Vishakapatnam,Chennai Central
57230,Vishakapatnam,Machelipatnam
22415,Vishakapatnam,New Delhi
18509,Vishakapatnam,Nanded
57265,Vishakapatnam,Narasapur
18567,Vishakapatnam,Kollam Junction
12783,Vishakapatnam,Secunderabad Junction
2739,Vishakapatnam,Secunderabad Junction
2727,Vishakapatnam,Secunderabad Junction
2741,Vishakapatnam,Secunderabad Junction
8574,Vishakapatnam,Secunderabad Junction
8503,Vishakapatnam,Secunderabad Junction
8511,Vishakapatnam,Secunderabad Junction
8505,Vishakapatnam,Secunderabad Junction
8501,Vishakapatnam,Secunderabad Junction
22809,Paradip,Vishakapatnam
22854,Vishakapatnam,Shalimar
8567,Vishakapatnam,Sainagar Shirdi
22801,Vishakapatnam,Sainagar Shirdi
12804,H Nizamuddin,Vishakapatnam
18516,Vishakapatnam,Tatanagar Junction
2873,Vishakapatnam,Tirupati
8513,Vishakapatnam,Vikarabad Junction
12329,Sealdah,Delhi
12330,Delhi,Sealdah
12252,Korba,Yesvantpur Junction
12251,Yesvantpur Junction,Korba
22638,Mangalore Cntl,Chennai Central
22637,Chennai Central,Mangalore Cntl
6532,Ahmedabad Junction,Yesvantpur Junction
22650,Erode Junction,Chennai Central
22649,Chennai Central,Erode Junction
19301,Indore Junction Bg,Yesvantpur Junction
16580,Shimoga Town,Yesvantpur Junction
16566,Mangalore Cntl,Yesvantpur Junction
16528,Kannur,Yesvantpur Junction
6550,Eranakulam Junction,Yesvantpur Junction
12258,Kochuveli,Yesvantpur Junction
16574,Puducherry,Yesvantpur Junction
12292,Chennai Central,Yesvantpur Junction
6597,Nagercoil Junction,Yesvantpur Junction
6599,Nagercoil Junction,Yesvantpur Junction
6522,Tiruchchirapali,Yesvantpur Junction
6536,Bijapur,Yesvantpur Junction
6543,Yesvantpur Junction,Eranakulam Junction
19302,Yesvantpur Junction,Indore Junction Bg
22685,Yesvantpur Junction,Chandigarh
19406,Ahmedabad Junction,Yesvantpur Junction
852,Yesvantpur Junction,Bhubaneswar
2687,Yesvantpur Junction,Belgaum
16571,Yesvantpur Junction,Bidar
17310,Vasco Da Gama,Yesvantpur Junction
16587,Yesvantpur Junction,Bikaner Junction
6587,Yesvantpur Junction,Bikaner Junction
2691,Yesvantpur Junction,Bikaner Junction
16527,Yesvantpur Junction,Kannur
12291,Yesvantpur Junction,Chennai Central
5901,Yesvantpur Junction,Dibrugarh
12214,Delhi S Rohilla,Yesvantpur Junction
12735,Secunderabad Junction,Yesvantpur Junction
6545,Yesvantpur Junction,Guwahati
15024,Yesvantpur Junction,Gorakhpur Junction
15016,Yesvantpur Junction,Gorakhpur Junction
18638,Yesvantpur Junction,Hatia
8048,Yesvantpur Junction,Hatia
12836,Yesvantpur Junction,Hatia
8636,Yesvantpur Junction,Hatia
12864,Yesvantpur Junction,Howrah Junction
16577,Yesvantpur Junction,Harihar
22864,Yesvantpur Junction,Howrah Junction
2864,Yesvantpur Junction,Howrah Junction
12193,Yesvantpur Junction,Jabalpur
6573,Yesvantpur Junction,Jaipur
6511,Yesvantpur Junction,Jaipur
6551,Yesvantpur Junction,Jaipur
9704,Yesvantpur Junction,Jaipur
2695,Yesvantpur Junction,Jaipur
2697,Yesvantpur Junction,Jaynagar
16515,Yesvantpur Junction,Karwar
16569,Yesvantpur Junction,Kacheguda
22683,Yesvantpur Junction,Lucknow Nr
12539,Yesvantpur Junction,Lucknow Nr
6517,Yesvantpur Junction,Miraj Junction
6519,Yesvantpur Junction,Miraj Junction
6589,Yesvantpur Junction,Miraj Junction
2689,Yesvantpur Junction,Nagercoil Junction
2213,Yesvantpur Junction,New Delhi
2688,Belgaum,Yesvantpur Junction
851,Bhubaneswar,Yesvantpur Junction
22686,Chandigarh,Yesvantpur Junction
12630,H Nizamuddin,Yesvantpur Junction
8302,Yesvantpur Junction,Sambalpur
6508,Yesvantpur Junction,Surat
18112,Yesvantpur Junction,Tatanagar Junction
12890,Yesvantpur Junction,Tatanagar Junction
6521,Yesvantpur Junction,Tiruchchirapali
2647,Yesvantpur Junction,Hubli Junction
2677,Yesvantpur Junction,Hubli Junction
17309,Yesvantpur Junction,Vasco Da Gama
6577,Yesvantpur Junction,Vasco Da Gama
2683,Yesvantpur Junction,Vasco Da Gama
12551,Yesvantpur Junction,Kamakhya
2651,Yesvantpur Junction,Kamakhya
2551,Yesvantpur Junction,Kamakhya
12395,Rjndr Ngr Bihar,Ajmer Junction
12396,Ajmer Junction,Rjndr Ngr Bihar
